Year,Pairing,Fandom,Type,Works
2013,Sherlock Holmes/John Watson ,Sherlock (TV),M/M,20415
2013,Castiel/Dean Winchester ,Supernatural,M/M,15307
2013,Derek Hale/Stiles Stilinski ,Teen Wolf (TV),M/M,15162
2013,Dean Winchester/Sam Winchester ,Supernatural,M/M,7959
2013,Merlin/Arthur Pendragon ,Merlin (TV),M/M,7838
2013,Rodney McKay/John Sheppard ,Stargate Atlantis,M/M,7021
2013,Harry Styles/Louis Tomlinson ,One Direction (Band),M/M,6809
2013,Steve Rogers/Tony Stark ,The Avengers (Marvel Movies),M/M,6681
2013,Jim Ellison/Blair Sandburg ,The Sentinel,M/M,6660
2013,Draco Malfoy/Harry Potter ,Harry Potter,M/M,6107
2013,Clark Kent/Lex Luthor ,Smallville,M/M,5879
2013,Blaine Anderson/Kurt Hummel ,Glee,M/M,5483
2013,Sherlock Holmes & John Watson ,Sherlock (TV),Gen,5072
2013,Erik Lehnsherr/Charles Xavier ,X,M/M,5017
2013,Steve McGarrett/Danny “Danno” Williams ,Hawaii Five,M/M,4989
2013,Jensen Ackles/Jared Padalecki ,Supernatural RPF,M/M,4721
2013,Merlin/Arthur Pendragon (Merlin) ,Merlin (TV),M/M,4075
2013,Jack Harkness/Ianto Jones ,Torchwood,M/M,3796
2013,Clint Barton/Phil Coulson ,The Avengers (Marvel Movies),M/M,3721
2013,Arthur/Eames (Inception) ,Inception (2010),M/M,3645
2013,Sirius Black/Remus Lupin ,Harry Potter,M/M,3334
2013,James T. Kirk/Leonard McCoy ,Star Trek: Alternate Original Series (Movies),M/M,3140
2013,Enjolras/Grantaire ,Les Misérables,M/M,3041
2013,Clint Barton/Natasha Romanov ,The Avengers (Marvel Movies),F/M,3017
2013,James T. Kirk/Spock ,Star Trek: Alternate Original Series (Movies),M/M,2995
2013,Harry Potter/Severus Snape ,Harry Potter,M/M,2930
2013,Loki/Thor ,Thor (Movies),M/M,2921
2013,Allison Argent/Scott McCall ,Teen Wolf (TV),F/M,2855
2013,Gabriel/Sam Winchester ,Supernatural,M/M,2730
2013,Benton Fraser/Ray Kowalski ,due South,M/M,2624
2013,Frank/Gerard ,My Chemical Romance,M/M,2593
2013,Pepper Potts/Tony Stark ,The Avengers (Marvel Movies),F/M,2475
2013,Daniel Jackson/Jack O'Neill ,Stargate SG,M/M,2436
2013,Frank Iero/Gerard Way ,My Chemical Romance,M/M,2414
2013,Zayn Malik/Liam Payne ,One Direction (Band),M/M,2301
2013,Mycroft Holmes/Lestrade ,Sherlock (TV),M/M,2281
2013,Loki/Tony Stark ,The Avengers (Marvel Movies),M/M,2209
2013,John Egbert/Dave Strider ,Homestuck,M/M,2200
2013,Bilbo Baggins/Thorin Oakenshield ,The Hobbit,M/M,1973
2013,The Doctor/River Song ,Doctor Who (2005),F/M,1925
2013,Hermione Granger/Ron Weasley ,Harry Potter,F/M,1845
2013,Spike/Buffy Summers ,Buffy the Vampire Slayer,F/M,1840
2013,James Bond/Q ,Skyfall (2012),M/M,1750
2013,Adam Lambert/Tommy Ratliff ,Adam Lambert (Musician),M/M,1746
2013,Sam Carter/Jack O'Neill ,Stargate SG,F/M,1716
2013,Eleventh Doctor/River Song ,Doctor Who (2005),F/M,1701
2013,Belle/Rumpelstiltskin | Mr. Gold ,Once Upon a Time (TV),F/M,1628
2013,Mycroft Holmes/Greg Lestrade ,Sherlock (TV),M/M,1555
2013,Bruce Banner/Tony Stark ,The Avengers (Marvel Movies),M/M,1554
2013,Kris Allen/Adam Lambert ,American Idol RPF,M/M,1550
2013,Lydia Martin/Jackson Whittemore ,Teen Wolf (TV),F/M,1539
2013,Sebastian Moran/Jim Moriarty ,Sherlock (TV),M/M,1516
2013,Katniss Everdeen/Peeta Mellark ,Hunger Games Trilogy,F/M,1432
2013,Harry Potter/Ginny Weasley ,Harry Potter,F/M,1380
2013,Anthony DiNozzo/Jethro Gibbs ,NCIS,M/M,1362
2013,Hermione Granger/Draco Malfoy ,Harry Potter,F/M,1345
2013,Santana Lopez/Brittany S. Pierce ,Glee,F/F,1344
2013,Brian Kinney/Justin Taylor ,Queer as Folk (US),M/M,1316
2013,Tenth Doctor/Rose Tyler ,Doctor Who (2005),F/M,1294
2013,Niall Horan/Zayn Malik ,One Direction (Band),M/M,1291
2013,Will Graham/Hannibal Lecter ,Hannibal (TV),M/M,1287
2013,Rose Lalonde/Kanaya Maryam ,Homestuck,F/F,1261
2013,Jane Foster/Thor ,The Avengers (Marvel Movies),F/M,1243
2013,Isaac Lahey/Scott McCall ,Teen Wolf (TV),M/M,1205
2013,Xander Harris/Spike ,Buffy the Vampire Slayer,M/M,1133
2013,Greg House/James Wilson ,House M.D.,M/M,1126
2013,Amy Pond/Rory Williams ,Doctor Who (2005),F/M,1123
2013,Vernon Boyd/Erica Reyes ,Teen Wolf (TV),F/M,1080
2013,William Bodie/Ray Doyle ,The Professionals,M/M,1078
2013,Mike Ross/Harvey Specter ,Suits (TV),M/M,1072
2013,Dean Winchester & Sam Winchester ,Supernatural,Gen,1067
2013,Lily Evans Potter/James Potter ,Harry Potter,F/M,1049
2013,Niall Horan/Harry Styles ,One Direction (Band),M/M,1037
2013,John Egbert/Karkat Vantas ,Homestuck,M/M,1032
2013,Edward Cullen/Bella Swan ,Twilight Series,F/M,1027
2013," James ""Bucky"" Barnes/Steve Rogers  ",Captain America (Movies),M/M,1016
2013,Spock/Nyota Uhura ,Star Trek: Alternate Original Series (Movies),F/M,1016
2013,Regina Mills/Emma Swan ,Once Upon a Time (TV),F/F,1005
2013,Jake English/Dirk Strider ,Homestuck,M/M,1001
2013,Jessica Moore/Sam Winchester ,Supernatural,F/M,993
2013,Remus Lupin/Severus Snape ,Harry Potter,M/M,971
2013,Mary Morstan/John Watson ,Sherlock (TV),F/M,954
2013,Hermione Granger/Severus Snape ,Harry Potter,F/M,950
2013,Clark Kent/Bruce Wayne ,DCU (Comics),M/M,923
2013,Fili/Kili ,The Hobbit,M/M,918
2013,Agron/Nasir ,Spartacus Series (TV),M/M,890
2013,Spencer Smith/Brendon Urie ,Panic! at the Disco,M/M,889
2013,America (Hetalia)/England (Hetalia) ,Hetalia: Axis Powers,M/M,886
2013,Rachel Berry/Quinn Fabray ,Glee,F/F,878
2013,Patrick Stump/Pete Wentz ,Fall Out Boy,M/M,877
2013,Tim Drake/Kon,El ,M/M,872
2013,Kurt Hummel/Noah Puckerman ,Glee,M/M,839
2013,Castiel/Sam Winchester ,Supernatural,M/M,827
2013,Gwen/Arthur Pendragon (Merlin) ,Merlin (TV),F/M,822
2013,Uchiha Sasuke/Uzumaki Naruto ,Naruto,M/M,819
2013,Dave Strider/Karkat Vantas ,Homestuck,M/M,814
2013,Ryan Ross/Brendon Urie ,Panic! at the Disco,M/M,809
2013,Liam Payne/Louis Tomlinson ,One Direction (Band),M/M,801
2013,Ian Gallagher/Mickey Milkovich ,Shameless (US),M/M,796
2013,Lucifer/Sam Winchester ,Supernatural,M/M,791
2013,Courfeyrac/Jean Prouvaire ,Les Misérables,M/M,782
2013,Tim Drake/Jason Todd ,DCU (Comics),M/M,755
2013,Cosette Fauchelevent/Marius Pontmercy ,Les Misérables,F/M,750
2013,Sherlock Holmes/Molly Hooper ,Sherlock (TV),F/M,748
2013,Frodo Baggins/Sam Gamgee ,The Lord of the Rings,M/M,742
2013,Castiel & Dean Winchester ,Supernatural,Gen,732
2013,Chris Pine/Zachary Quinto ,Star Trek RPF,M/M,730
2013,Hatake Kakashi/Umino Iruka ,Naruto,M/M,728
2013,Peter Burke/Neal Caffrey ,White Collar,M/M,725
2013,Zayn Malik/Harry Styles ,One Direction (Band),M/M,724
2013,John Sheppard/Elizabeth Weir ,Stargate Atlantis,F/M,710
2013,Angel/Buffy Summers ,Buffy the Vampire Slayer,F/M,708
2013,Patrick Kane/Jonathan Toews ,Hockey RPF,M/M,706
2013,Edward Elric/Roy Mustang ,Fullmetal Alchemist,M/M,704
2013,Elizabeth Burke/Peter Burke/Neal Caffrey ,White Collar,Other,693
2013,Fox Mulder/Dana Scully ,The X,F/M,690
2013,Kate Beckett/Richard Castle ,Castle,F/M,689
2013,Terezi Pyrope/Karkat Vantas ,Homestuck,F/M,683
2013,Ken Hutchinson/David Starsky ,Starsky & Hutch,M/M,677
2013,Brad Colbert/Nate Fick ,Generation Kill,M/M,675
2013,Gamzee Makara/Tavros Nitram ,Homestuck,M/M,673
2013,Sauli Koskinen/Adam Lambert ,Adam Lambert (Musician),M/M,671
2013,Harry Potter/Ron Weasley ,Harry Potter,M/M,663
2013,Kurt Hummel/David Karofsky ,Glee,M/M,662
2013,Duncan MacLeod/Methos ,Highlander: The Series,M/M,657
2013,Qui,Gon Jinn/Obi,M/M,656
2013,Derek Morgan/Spencer Reid ,Criminal Minds,M/M,651
2013,Teddy Altman/Billy Kaplan ,Young Avengers,M/M,651
2013,Jade Harley/Dave Strider ,Homestuck,F/M,637
2013,Eridan Ampora/Sollux Captor ,Homestuck,M/M,631
2013,Female Shepard/Garrus Vakarian ,Mass Effect,F/M,627
2013,Arya Stark/Gendry Waters ,A Song of Ice and Fire,F/M,609
2013,Harold Finch/John Reese ,Person of Interest (TV),M/M,609
2013,Niall Horan/Liam Payne ,One Direction (Band),M/M,609
2013,William Adama/Laura Roslin ,Battlestar Galactica (2003),F/M,604
2013,Gene Hunt/Sam Tyler ,Life on Mars (UK),M/M,601
2013,Lizzie Bennet/William Darcy ,Lizzie Bennet Diaries,F/M,599
2013,Tenth Doctor (duplicate)/Rose Tyler ,Doctor Who (2005),F/M,596
2013,Aziraphale/Crowley ,Good Omens,M/M,593
2013,Aaron Hotchner/Spencer Reid ,Criminal Minds,M/M,590
2013,Bradley James/Colin Morgan ,Merlin (TV),M/M,588
2013,Lee Adama/Kara Thrace ,Battlestar Galactica (2003),F/M,572
2013,Angel/Spike ,Angel: the Series,M/M,569
2013,Sean Bean/Viggo Mortensen ,Lord of the Rings RPF,M/M,569
2013,Peter Hale/Stiles Stilinski ,Teen Wolf (TV),M/M,562
2013,Kaidan Alenko/Male Shepard ,Mass Effect,M/M,560
2013,Clark Kent/Lois Lane ,Smallville,F/M,551
2013,Sandor Clegane/Sansa Stark ,A Song of Ice and Fire,F/M,549
2013,Kurt Hummel/Sebastian Smythe ,Glee,M/M,548
2013,Edward Elric/Winry Rockbell ,Fullmetal Alchemist,F/M,547
2013,Sheldon Cooper/Penny ,The Big Bang Theory (TV),F/M,542
2013,Alex Kingston/Matt Smith ,Doctor Who RPF,F/M,540
2013,Axel/Roxas ,Kingdom Hearts,M/M,537
2013,Duo Maxwell/Heero Yuy ,Gundam Wing,M/M,527
2013,Akanishi Jin/Kamenashi Kazuya ,KAT,M/M,525
2013,Javert/Jean Valjean ,Les Misérables,M/M,525
2013,Zayn Malik/Louis Tomlinson ,One Direction (Band),M/M,519
2013,Ninth Doctor/Rose Tyler ,Doctor Who (2005),F/M,515
2013,Dick Grayson/Bruce Wayne ,Batman (Comics),M/M,511
2013,Rachel Berry/Finn Hudson ,Glee,F/M,509
2013,Pavel Chekov/Hikaru Sulu ,Star Trek: Alternate Original Series (Movies),M/M,505
2014,Sherlock Holmes/John Watson,Sherlock (TV),M/M,32111
2014,Castiel/Dean Winchester,Supernatural,M/M,28851
2014,Derek Hale/Stiles Stilinski,Teen Wolf (TV),M/M,26793
2014,Harry Styles/Louis Tomlinson,One Direction (Band),M/M,14632
2014,Dean Winchester/Sam Winchester,Supernatural,M/M,11074
2014,Merlin/Arthur Pendragon,Merlin (TV),M/M,11006
2014,Draco Malfoy/Harry Potter,Harry Potter,M/M,9196
2014,Steve Rogers/Tony Stark,The Avengers (Marvel Movies),M/M,9193
2014,Sherlock Holmes & John Watson,Sherlock (TV),Gen,8413
2014,Blaine Anderson/Kurt Hummel,Glee,M/M,8250
2014,Rodney McKay/John Sheppard,Stargate Atlantis,M/M,8106
2014,Jim Ellison/Blair Sandburg,The Sentinel,M/M,7041
2014,Erik Lehnsherr/Charles Xavier,Men: First Class (2011),M/M,6472
2014,Jensen Ackles/Jared Padalecki,Supernatural,M/M,6457
2014,Clark Kent/Lex Luthor,Smallville,M/M,6120
2014," Steve McGarrett/Danny ""Danno"" Williams ",Hawaii Five,M/M,5868
2014,Clint Barton/Phil Coulson,The Avengers (Marvel Movies),M/M,5840
2014,Enjolras/Grantaire,Les Misérables,M/M,5504
2014,James T. Kirk/Spock,Star Trek: Alternate Original Series (Movies),M/M,5119
2014,Jack Harkness/Ianto Jones,Torchwood,M/M,5026
2014,James T. Kirk/Leonard McCoy,Star Trek: Alternate Original Series (Movies),M/M,4795
2014," James ""Bucky"" Barnes/Steve Rogers ",Captain America (Movies),M/M,4614
2014,Allison Argent/Scott McCall,Teen Wolf (TV),F/M,4600
2014,Harry Potter/Severus Snape,Harry Potter,M/M,4540
2014,Clint Barton/Natasha Romanov,The Avengers (Marvel Movies),F/M,4518
2014,Loki/Thor,Thor (Movies),M/M,4494
2014,Zayn Malik/Liam Payne,One Direction (Band),M/M,4462
2014,Gabriel/Sam Winchester,Supernatural,M/M,4288
2014,Arthur/Eames (Inception),Inception (2010),M/M,4164
2014,Sirius Black/Remus Lupin,Harry Potter,M/M,4144
2014,Pepper Potts/Tony Stark,The Avengers (Marvel Movies),F/M,3876
2014,Loki/Tony Stark,The Avengers (Marvel Movies),M/M,3782
2014,Levi/Eren Yeager,Shingeki no Kyojin | Attack on Titan,M/M,3598
2014,Bilbo Baggins/Thorin Oakenshield,The Hobbit,M/M,3446
2014,Frank Iero/Gerard Way,My Chemical Romance,M/M,3408
2014,Will Graham/Hannibal Lecter,Hannibal (TV),M/M,3217
2014,Mycroft Holmes/Greg Lestrade,Sherlock (TV),M/M,3000
2014,John Egbert/Dave Strider,Homestuck,M/M,2938
2014,Ian Gallagher/Mickey Milkovich,Shameless (US),M/M,2930
2014,Benton Fraser/Ray Kowalski,due South,M/M,2839
2014,Daniel Jackson/Jack O'Neill,Stargate SG,M/M,2805
2014,Hermione Granger/Ron Weasley,Harry Potter,F/M,2677
2014,Belle/Rumplestiltskin | Mr. Gold,Once Upon a Time (TV),F/M,2614
2014,James Bond/Q,Skyfall (2012),M/M,2560
2014,Mary Morstan/John Watson,Sherlock (TV),F/M,2535
2014,Tenth Doctor/Rose Tyler,Doctor Who (2005),F/M,2514
2014,Carlos/Cecil Palmer,Welcome to Night Vale,M/M,2464
2014,Eleventh Doctor/River Song,Doctor Who (2005),F/M,2393
2014,Niall Horan/Zayn Malik,One Direction (Band),M/M,2386
2014,Lydia Martin/Jackson Whittemore,Teen Wolf (TV),F/M,2372
2014,Evil Queen | Regina Mills/Emma Swan,Once Upon a Time (TV),F/F,2359
2014,Katniss Everdeen/Peeta Mellark,Hunger Games Trilogy,F/M,2280
2014,Niall Horan/Harry Styles,One Direction (Band),M/M,2264
2014,Spike/Buffy Summers,Buffy the Vampire Slayer,F/M,2232
2014,Sherlock Holmes/Molly Hooper,Sherlock (TV),F/M,2196
2014,Sebastian Moran/Jim Moriarty,Sherlock (TV),M/M,2188
2014,Marco Bott/Jean Kirstein,Shingeki no Kyojin | Attack on Titan,M/M,2186
2014,Sam Carter/Jack O'Neill,Stargate SG,F/M,2185
2014,Jane Foster/Thor,The Avengers (Marvel Movies),F/M,2158
2014,Bruce Banner/Tony Stark,The Avengers (Marvel Movies),M/M,2129
2014,Isaac Lahey/Scott McCall,Teen Wolf (TV),M/M,2060
2014,Vernon Boyd/Erica Reyes,Teen Wolf (TV),F/M,1995
2014,Harry Potter/Ginny Weasley,Harry Potter,F/M,1958
2014,Dean Winchester & Sam Winchester,Supernatural,Gen,1944
2014,Adam Lambert/Tommy Ratliff,Adam Lambert (Musician),M/M,1934
2014,Jessica Moore/Sam Winchester,Supernatural,F/M,1885
2014,Rose Lalonde/Kanaya Maryam,Homestuck,F/F,1838
2014,Hermione Granger/Draco Malfoy,Harry Potter,F/M,1834
2014,Oliver Queen/Felicity Smoak,Arrow (TV 2012),F/M,1823
2014,Anthony DiNozzo/Jethro Gibbs,NCIS,M/M,1693
2014,Castiel & Dean Winchester,Supernatural,Gen,1640
2014,Kris Allen/Adam Lambert,American Idol RPF,M/M,1637
2014,Santana Lopez/Brittany S. Pierce,Glee,F/F,1613
2014,Brian Kinney/Justin Taylor,Queer as Folk (US),M/M,1598
2014,Gavin Free/Michael Jones,Rooster Teeth/Achievement Hunter RPF,M/M,1598
2014,Captain Hook | Killian Jones/Emma Swan,Once Upon a Time (TV),F/M,1551
2014,Amy Pond/Rory Williams,Doctor Who (2005),F/M,1528
2014,Jake English/Dirk Strider,Homestuck,M/M,1523
2014,Liam Payne/Louis Tomlinson,One Direction (Band),M/M,1486
2014,Fili/Kili,The Hobbit,M/M,1480
2014,America (Hetalia)/England (Hetalia),Hetalia: Axis Powers,M/M,1450
2014,William Bodie/Ray Doyle,The Professionals,M/M,1391
2014,Levi/Erwin Smith,Shingeki no Kyojin | Attack on Titan,M/M,1390
2014,Castiel/Sam Winchester,Supernatural,M/M,1387
2014,Zayn Malik/Harry Styles,One Direction (Band),M/M,1375
2014,Xander Harris/Spike,Buffy the Vampire Slayer,M/M,1371
2014,James Potter/Lily Evans Potter,Harry Potter,F/M,1366
2014,Remus Lupin/Severus Snape,Harry Potter,M/M,1366
2014,Patrick Stump/Pete Wentz,Fall Out Boy,M/M,1354
2014,Patrick Kane/Jonathan Toews,Hockey RPF,M/M,1348
2014,Dave Strider/Karkat Vantas,Homestuck,M/M,1335
2014,Spock/Nyota Uhura,Star Trek: Alternate Original Series (Movies),F/M,1330
2014,Lucifer/Sam Winchester,Supernatural,M/M,1329
2014,John Egbert/Karkat Vantas,Homestuck,M/M,1328
2014,Peter Hale/Stiles Stilinski,Teen Wolf (TV),M/M,1313
2014,Mike Ross/Harvey Specter,Suits (TV),M/M,1308
2014,Greg House/James Wilson,House M.D.,M/M,1281
2014,Niall Horan/Liam Payne,One Direction (Band),M/M,1280
2014,Newton Geiszler/Hermann Gottlieb,Pacific Rim (2013),M/M,1277
2014,Scott McCall/Stiles Stilinski,Teen Wolf (TV),M/M,1250
2015,Castiel/Dean Winchester,Supernatural,M/M,43209
2015,Sherlock Holmes/John Watson,Sherlock (TV),M/M,39374
2015,Derek Hale/Stiles Stilinski,Teen Wolf (TV),M/M,34999
2015,Harry Styles/Louis Tomlinson,One Direction (Band),M/M,21658
2015,Dean Winchester/Sam Winchester,Supernatural,M/M,14677
2015,Merlin/Arthur Pendragon,Merlin (TV),M/M,13337
2015,James "Bucky" Barnes/Steve Rogers,Captain America (Movies),M/M,12337
2015,Steve Rogers/Tony Stark,The Avengers (Marvel Movies),M/M,11999
2015,Draco Malfoy/Harry Potter,Harry Potter,M/M,11552
2015,Blaine Anderson/Kurt Hummel,Glee,M/M,10911
2015,Sherlock Holmes & John Watson,Sherlock (TV),Gen,10524
2015,Rodney McKay/John Sheppard,Stargate Atlantis,M/M,8548
2015,Erik Lehnsherr/Charles Xavier,X-Men: First Class (2011),M/M,8544
2015,Jensen Ackles/Jared Padalecki,Supernatural RPF,M/M,7751
2015,Clint Barton/Phil Coulson,The Avengers (Marvel Movies),M/M,7484
2015,Levi/Eren Yeager,Attack on Titan,M/M,7207
2015,Enjolras/Grantaire,Les Misérables,M/M,6838
2015,Clint Barton/Natasha Romanov,The Avengers (Marvel Movies),F/M,6751
2015,Zayn Malik/Liam Payne,One Direction (Band),M/M,6665
2015,Steve McGarrett/Danny "Danno" Williams,Hawaii Five-0 (2010),M/M,6534
2015,Gabriel/Sam Winchester,Supernatural,M/M,6325
2015,James T. Kirk/Spock,Star Trek: Alternate Original Series (Movies),M/M,6247
2015,Jim Ellison/Blair Sandburg,The Sentinel,M/M,6090
2015,Bilbo Baggins/Thorin Oakenshield,The Hobbit,M/M,6086
2015,Ian Gallagher/Mickey Milkovich,Shameless (US),M/M,5908
2015,Harry Potter/Severus Snape,Harry Potter,M/M,5812
2015,Jack Harkness/Ianto Jones,Torchwood,M/M,5689
2015,Loki/Thor,Thor (Movies),M/M,5653
2015,Allison Argent/Scott McCall,Teen Wolf (TV),F/M,5645
2015,Sirius Black/Remus Lupin,Harry Potter,M/M,5462
2015,Pepper Potts/Tony Stark,The Avengers (Marvel Movies),F/M,5446
2015,James T. Kirk/Leonard McCoy,Star Trek: Alternate Original Series (Movies),M/M,5440
2015,Clark Kent/Lex Luthor,Smallville,M/M,5270
2015,Mycroft Holmes/Lestrade,Sherlock (TV),M/M,4988
2015,Loki/Tony Stark,The Avengers (Marvel Movies),M/M,4935
2015,Frank Iero/Gerard Way,My Chemical Romance,M/M,4902
2015,Oliver Queen/Felicity Smoak,Arrow (TV 2012),F/M,4864
2015,Arthur/Eames (Inception),Inception (2010),M/M,4676
2015,Will Graham/Hannibal Lecter,Hannibal (TV),M/M,4626
2015,Regina Mills/Emma Swan,Once Upon a Time (TV),F/F,4594
2015,Marco Bott/Jean Kirstein,Attack on Titan,F/M,4156
2015,Belle/Rumplestiltskin,Once Upon a Time (TV),F/M,3817
2015,Sherlock Holmes/Molly Hooper,Sherlock (TV),F/M,3790
2015,Killian Jones/Emma Swan,Once Upon a Time (TV),F/M,3681
2015,Bellamy Blake/Clarke Griffin,The 100 (TV),F/M,3637
2015,John Egbert/Dave Strider,Homestuck,M/M,3601
2015,Hermione Granger/Ron Weasley,Harry Potter,F/M,3541
2015,Mary Morstan/John Watson,Sherlock (TV),F/M,3501
2015,Tenth Doctor/Rose Tyler,Doctor Who (2005),F/M,3426
2015,Carlos/Cecil Palmer,Welcome to Night Vale,M/M,3351
2015,Niall Horan/Zayn Malik,One Direction (Band),M/M,3297
2015,Niall Horan/Harry Styles,One Direction (Band),M/M,3294
2015,Jane Foster/Thor,The Avengers (Marvel Movies),F/M,3217
2015,Castiel & Dean Winchester,Supernatural,Gen,3190
2015,Daniel Jackson/Jack O'Neill,Stargate SG-1,M/M,3180
2015,Katniss Everdeen/Peeta Mellark,Hunger Games Trilogy,F/M,3148
2015,James Bond/Q,Skyfall (2012),M/M,3140
2015,Sebastian Moran/James Moriarty,Sherlock (TV),M/M,3048
2015,Benton Fraser/Ray Kowalski,due South,M/M,3027
2015,Jessica Moore/Sam Winchester,Supernatural,F/M,2961
2015,Lydia Martin/Jackson Whittemore,Teen Wolf (TV),F/M,2926
2015,Dean Winchester & Sam Winchester,Supernatural,Gen,2914
2015,Inquisitor/Cullen Rutherford,Dragon Age: Inquisition,Other,2894
2015,Bruce Banner/Tony Stark,The Avengers (Marvel Movies),M/M,2784
2015,Eleventh Doctor/River Song,Doctor Who (2005),F/M,2715
2015,Levi/Erwin Smith,Attack on Titan,M/M,2694
2015,Vernon Boyd/Erica Reyes,Teen Wolf (TV),F/M,2692
2015,Harry Potter/Ginny Weasley,Harry Potter,F/M,2691
2015,Nanase Haruka/Tachibana Makoto,Free!,M/M,2600
2015,Sam Carter/Jack O'Neill,Stargate SG-1,F/M,2566
2015,Spike/Buffy Summers,Buffy the Vampire Slayer,F/M,2545
2015,Rose Lalonde/Kanaya Maryam,Homestuck,F/F,2505
2015,Hermione Granger/Draco Malfoy,Harry Potter,F/M,2472
2015,Gavin Free/Michael Jones,Rooster Teeth/Achievement Hunter RPF,M/M,2468
2015,Isaac Lahey/Scott McCall,Teen Wolf (TV),M/M,2462
2015,Laura Hollis/Carmilla Karnstein,Carmilla (Web Series),F/F,2429
2015,America (Hetalia)/England (Hetalia),Hetalia: Axis Powers,M/M,2427
2015,Peter Hale/Stiles Stilinski,Teen Wolf (TV),M/M,2366
2015,Patrick Stump/Pete Wentz,Fall Out Boy,M/M,2330
2015,Brian Kinney/Justin Taylor,Queer as Folk (US),M/M,2227
2015,Dan Howell/Phil Lester,Phandom/The Fantastic Foursome (YouTube RPF),M/M,2203
2015,Castiel/Sam Winchester,Supernatural,M/M,2118
2015,James Potter/Lily Evans Potter,Harry Potter,F/M,2092
2015,Hinata Shouyou/Kageyama Tobio,Haikyuu!!,M/M,2085
2015,Liam Payne/Louis Tomlinson,One Direction (Band),M/M,2080
2015,Zayn Malik/Harry Styles,One Direction (Band),M/M,2028
2015,Jake English/Dirk Strider,Homestuck,M/M,2024
2015,Lydia Martin/Stiles Stilinski,Teen Wolf (TV),F/M,2022
2015,Anthony DiNozzo/Jethro Gibbs,NCIS,M/M,2021
2015,Scott McCall/Stiles Stilinski,Teen Wolf (TV),M/M,1996
2015,Kaidan Alenko/Shepard,Mass Effect,Other,1992
2015,James "Bucky" Barnes & Steve Rogers,Captain America (Movies),Gen,1969
2015,Dave Strider/Karkat Vantas,Homestuck,M/M,1957
2015,Adam Lambert/Tommy Ratliff,Adam Lambert (Musician),M/M,1951
2015,Uchiha Sasuke/Uzumaki Naruto,Naruto,M/M,1948
2015,Guinevere/Arthur Pendragon,Merlin (TV),F/M,1920
2015,Santana Lopez/Brittany S. Pierce,Glee,F/F,1899
2015,Matsuoka Rin/Nanase Haruka,Free!,M/M,1880
2015,Daisy Johnson/Grant Ward,Agents of S.H.I.E.L.D. (TV),F/M,1846
2015,Newton Geiszler/Hermann Gottlieb,Pacific Rim (2013),M/M,1819
2016,Castiel/Dean Winchester,Supernatural,M/M,56390
2016,Sherlock Holmes/John Watson,Sherlock (TV),M/M,46048
2016,Derek Hale/Stiles Stilinski,Teen Wolf (TV),M/M,42539
2016,Harry Styles/Louis Tomlinson,One Direction (Band),M/M,27354
2016,James "Bucky" Barnes/Steve Rogers,Captain America (Movies),M/M,21639
2016,Dean Winchester/Sam Winchester,Supernatural,M/M,18976
2016,Steve Rogers/Tony Stark,The Avengers (Marvel Movies),M/M,16414
2016,Merlin/Arthur Pendragon,Merlin (TV),M/M,15778
2016,Draco Malfoy/Harry Potter,Harry Potter,M/M,15190
2016,Blaine Anderson/Kurt Hummel,Glee,M/M,12943
2016,Sherlock Holmes & John Watson,Sherlock (TV),Gen,12484
2016,Erik Lehnsherr/Charles Xavier,X-Men (Alternate Timeline Movies),M/M,10365
2016,Levi/Eren Yeager,Attack on Titan,M/M,10116
2016,Rodney McKay/John Sheppard,Stargate Atlantis,M/M,9745
2016,Jensen Ackles/Jared Padalecki,Supernatural RPF,M/M,9636
2016,Clint Barton/Phil Coulson,The Avengers (Marvel Movies),M/M,8894
2016,Clint Barton/Natasha Romanov,The Avengers (Marvel Movies),F/M,8812
2016,Gabriel/Sam Winchester,Supernatural,M/M,8513
2016,Will Graham/Hannibal Lecter,Hannibal (TV),M/M,8488
2016,Zayn Malik/Liam Payne,One Direction (Band),M/M,8060
2016,Sirius Black/Remus Lupin,Harry Potter,M/M,8006
2016,Enjolras/Grantaire,Les Misérables,M/M,7907
2016,Bilbo Baggins/Thorin Oakenshield,The Hobbit,M/M,7719
2016,Oliver Queen/Felicity Smoak,Arrow (TV 2012),F/M,7665
2016,James T. Kirk/Spock,Star Trek: Alternate Original Series (Movies),M/M,7501
2016,Steve McGarrett/Danny "Danno" Williams,Hawaii Five-0 (2010),M/M,7484
2016,Regina Mills/Emma Swan,Once Upon a Time (TV),F/F,7239
2016,Ian Gallagher/Mickey Milkovich,Shameless (US),M/M,6885
2016,Pepper Potts/Tony Stark,The Avengers (Marvel Movies),F/M,6869
2016,Bellamy Blake/Clarke Griffin,The 100 (TV),F/M,6756
2016,Harry Potter/Severus Snape,Harry Potter,M/M,6751
2016,Frank Iero/Gerard Way,My Chemical Romance,M/M,6667
2016,Jack Harkness/Ianto Jones,Torchwood,M/M,6666
2016,Loki/Thor,Thor (Movies),M/M,6506
2016,Allison Argent/Scott McCall,Teen Wolf (TV),F/M,6471
2016,Dan Howell/Phil Lester,Phandom/The Fantastic Foursome (YouTube RPF),M/M,6465
2016,Killian Jones/Emma Swan,Once Upon a Time (TV),F/M,6406
2016,Jim Ellison/Blair Sandburg,The Sentinel,M/M,6250
